 Open
 $257.26
 $281.1
 $286.53
 $300.95
 $297.26
 $318.62
 $322.63
 $320
 $315.36
 $324.74
 $324.19
 $321.47
 $323.6
 $314.18
 $322.37
 $322.57
 $323.52
 $315.31
 $304.3
 $320.93
 $320.544
 $324.45
 $312.6
 $310.06
 $320.25
 $317.92
 $318.58
 $317.19
 $316.27
 $313.59
 $311.85
 $316.7
 $311.64
 $310.6
 $307.235
 $297.16
 $299.84
 $293.79
 $297.15
 $296.24
 $289.93
 $289.46
 $291.12
 $284.82
 $284.69
 $280.53
 $282.23
 $279.5
 $279.8
 $279.57
 $277
 $271.46
 $267.78
 $268.81
 $268.6
 $270
 $267.48
 $263.79
 $261.07
 $258.31
 $267.27
 $266.6
 $265.58
 $266.94
 $262.71
 $262.59
 $263.69
 $265.54
 $267.9
 $265.8
 $263.68
 $263.75
 $261.13
 $261.55
 $258.3
 $258.69
 $258.74
 $256.77
 $257.05
 $257.33
 $249.54
 $247.24
 $244.76
 $248.97
 $247.42
 $243.16
 $244.51
 $242.1
 $241.16
 $237.52
 $234.59
 $235.09
 $233.37
 $236.39
 $234.9
 $232.95
 $227.93
 $227.03
 $225.82
 $226.27
 $225.64
 $218.43
 $223.06
 $225.07
 $220.9
 $220.54
 $220
 $218.55
 $221.03
 $218.95
 $221.38
 $222.01
 $221.06
 $219.96
 $217.73
 $220
 $224.8
 $218.07
 $213.86
 $214.84
 $214.05
 $212
 $208.39
 $206.43
 $210.16
 $208.5
 $204.1
 $207.86
 $205.86
 $209.43
 $213.19
 $212.99
 $210.88
 $210.62
 $204.28
 $203.46
 $203.16
 $201.02
 $199.62
 $201.3
 $200.2
 $195.41
 $196.31
 $197.99
 $205.53
 $213.9
 $216.42
 $208.76
 $208.46
 $207.48
 $208.89
 $207.67
 $208.46
 $203.65
 $205.79
 $204
 $204.05
 $204.59
 $204.09
 $202.45
 $203.31
 $201.85
 $199.2
 $200.81
 $203.35
 $203.28
 $201.41
 $203.17
 $198.68
 $200.29
 $197.77
 $198.43
 $198.54
 $198.8
 $200.37
 $199.68
 $196.05
 $192.9
 $191.545
 $194.7
 $193.95
 $194.86
 $191.81
 $186.51
 $183.08
 $184.28
 $175.44
 $175.6
 $176.23
 $177.95
 $176.42
 $178.92
 $180.2
 $179.8
 $184.66
 $185.22
 $183.52
 $186.93
 $189.91
 $186.27
 $186.41
 $187.71
 $197.419
 $200.4
 $201.9
 $205.88
 $204.29
 $210.89
 $209.84
 $209.88
 $203.06
 $204.4
 $204.9
 $206.83
 $207.36
 $204.43
 $202.83
 $203.12
 $199.54
 $199.46
 $198.58
 $199.2
 $200.85
 $198.68
 $200.32
 $196.42
 $196.45
 $194.79
 $193.25
 $191.09
 $191.64
 $189.83
 $188.95
 $188.75
 $191.664
 $191.51
 $195.34
 $190.02
 $186.23
 $188.35
 $185.8
 $184.85
 $183.9
 $182.25
 $180
 $175.49
 $170.32
 $173.87
 $174.67
 $175.94
 $175.69
 $174.28
 $174.32
 $173.21
 $173.71
 $174.16
 $171.58
 $171.8
 $171.19
 $169.71
 $171.25
 $169.71
 $171.39
 $170.1
 $171.05
 $168.99
 $172.4
 $174.65
